Nation,Year,Divorces,Birth_Rate,N_repro_female,F_Employment_Rate,F_Mean_Income,F_Median_Income,Fertility_Rate,Gdp,Employment_Gender_Gap,Closing_Housing_Price,M_Employment_Rate,M_Mean_Income,M_Median_Income,Marriages,Mean_Age_Childbearing,Population,Demand_For_Family,AVG_female_population,AVG_population_male,percentage_female_work_home,percentage_male_work_home,consumer_price_harmonized_index,F_mean_age_marriage,senior_position_woman,tertiary_ed_f,tertiary_ed_m,parliament_female,Perc_female_married_in_repro_age,Tot_f_married_in_repro_age
SK,2019,9466.0,10.459,1285435,71.7,8589.0,8142.0,1.57,94429.7,7.7,137.56,79.4,8929.0,8588.0,29664.0,28.83,5454147,84.2,2790934,2663214,9.7,9.3,106.32583333333334,28.7,29.1,47.7,31.0,20.7,51.1609376210621,657640
SK,2020,8295.0,10.216,1275500,70.9,9107.0,8797.0,1.59,93449.7,7.3,147.53,78.2,9361.0,9079.0,23753.0,28.796,5458827,84.2,2792909,2665918,12.8,10.5,108.46750000000002,28.8,31.4,49.2,29.3,22.7,50.7760223010287,647648
SK,2021,,9.979,1265363,70.4,8911.0,8624.0,1.63,100244.5,8.5,163.28,78.9,9170.0,8894.0,26350.0,28.792,5447247,84.3,2785052,2662195,16.1,14.1,111.40818181818182,28.9,27.7,,,21.3,50.2602998371092,635975
SK,2022,8180.0,9.825,1340558,72.6,9282.0,8983.0,1.57,109762.0,8.1,179.18,80.7,9486.0,9244.0,29172.0,28.852,5431752,84.3,2775254,2656499,12.8,13.3,125.05,29.2,30.3,50.7,27.9,22.0,49.7688842211033,667180
SI,2009,2297.0,10.903,490788,67.6,12617.0,11732.0,1.53,36254.9,7.4,116.97,75.0,13108.0,12274.0,6542.0,29.936,2039669,84.2,1030643,1009026,15.0,10.8,91.96833333333332,,10.0,39.5,21.9,11.5,49.6059002921952,243459
SI,2010,2430.0,11.061,487094,66.0,12549.0,11579.0,1.57,36363.9,7.1,116.8,73.1,12968.0,12012.0,6528.0,30.024,2048583,84.2,1034248,1014335,17.0,13.5,93.85916666666668,,9.8,40.3,22.7,11.7,49.1840393009976,239572
SI,2011,2298.0,10.865,482065,64.4,12785.0,11860.0,1.56,37058.6,6.7,118.4,71.1,13225.0,12373.0,6671.0,30.078,2052843,84.2,1037196,1015647,16.9,14.2,95.80833333333334,29.4,14.2,44.4,23.8,12.3,48.7987271846462,235241
SI,2012,2509.0,10.781,476104,64.2,12877.0,11858.0,1.58,36253.3,6.9,107.95,71.1,13211.0,12373.0,7057.0,30.071,2057159,84.2,1039263,1017896,17.7,13.9,98.5,29.4,18.7,45.6,25.4,26.9,48.7834764111557,232260
SI,2013,2351.0,10.399,470073,62.6,12519.0,11636.0,1.55,36454.3,8.0,103.22,70.6,12959.0,12086.0,6254.0,30.083,2059953,84.3,1039986,1019968,19.2,15.5,100.40083333333332,29.6,21.6,47.0,28.2,25.4,48.7778931540027,229291
SI,2014,2469.0,10.384,463836,63.2,12635.0,11686.0,1.58,37634.3,7.8,98.69,71.0,13168.0,12187.0,6571.0,30.148,2061980,84.3,1040428,1021552,20.4,16.5,100.76833333333332,29.7,19.9,,,28.7,48.7582562133548,226158
SI,2015,2432.0,10.19,457905,64.2,12935.0,12090.0,1.57,38852.6,8.5,98.74,72.7,13557.0,12591.0,6449.0,30.206,2063531,84.3,1040750,1022781,20.2,17.4,99.99916666666668,30.0,21.5,52.7,30.3,26.2,48.6885411760109,222947
SI,2016,2531.0,10.016,452333,66.2,12889.0,12025.0,1.58,40443.2,6.5,105.54,72.7,13481.0,12639.0,6667.0,30.296,2065042,84.3,1040813,1024229,19.1,16.2,99.84583333333336,30.3,24.8,54.9,31.9,26.9,48.5097938771788,219425
SI,2017,2387.0,9.947,446938,69.3,13332.0,12492.0,1.62,43011.3,6.9,115.96,76.2,13902.0,12986.0,6481.0,30.292,2066388,84.3,1040305,1026083,20.6,16.2,101.4,30.4,22.6,56.3,33.1,26.9,48.3187055887247,215954
SI,2018,2347.0,9.625,442143,71.2,13906.0,12987.0,1.6,45876.3,7.1,125.55,78.3,14398.0,13463.0,7256.0,30.338,2073894,84.3,1041046,1032849,19.6,16.5,103.36083333333332,31.2,27.9,53.1,29.8,22.3,48.0871900487928,212614
SI,2019,2476.0,9.419,438217,72.5,14983.0,13778.0,1.61,48582.3,6.5,131.62,79.0,15556.0,14415.0,6672.0,30.404,2088385,84.3,1043524,1044861,19.5,16.4,105.11,31.2,24.6,55.0,34.3,22.1,47.8878824115029,209852
SI,2020,1774.0,9.05,434864,71.7,15599.0,14454.0,1.59,47044.9,5.9,138.43,77.6,16209.0,15192.0,5214.0,30.373,2102419,84.4,1046917,1055502,21.4,18.8,104.82083333333333,31.1,22.9,56.6,35.8,21.2,47.577682570594,206898
SI,2021,,9.044,431982,72.6,16428.0,15146.0,1.64,52278.8,6.7,160.26,79.3,16867.0,15635.0,5916.0,30.36,2108079,84.4,1049262,1058817,25.3,21.0,106.89818181818184,31.4,19.4,,,22.1,47.2531628705696,204125
SI,2022,2149.0,8.89,429018,74.3,17527.0,16242.0,1.55,57037.7,6.9,178.83,81.2,18020.0,16876.0,6768.0,30.414,2112076,84.4,1051593,1060483,23.7,21.0,116.9375,31.8,23.1,60.2,36.4,29.5,46.8193299931277,200863
ES,2009,98207.0,10.662,11582137,56.8,17044.0,14761.0,1.38,1069323.0,14.2,135.78,71.0,17858.0,15633.0,172357.0,31.014,46362946,79.7,23431543,22931403,5.6,6.0,92.19166666666666,,9.6,45.1,34.1,33.8,58.3522442936998,6758436
ES,2010,102690.0,10.454,11501847,56.3,17138.0,14820.0,1.37,1072709.0,12.9,133.86,69.2,17579.0,15265.0,165641.0,31.184,46576897,79.4,23561021,23015876,6.2,6.2,94.075,,9.5,46.4,34.5,34.6,58.5280922624887,6731811
ES,2011,103290.0,10.113,11406353,56.1,16362.0,13944.0,1.34,1063763.0,11.6,116.8,67.7,16852.0,14535.0,158220.0,31.41,46742697,79.1,23668451,23074246,6.2,7.0,96.94416666666666,31.3,11.1,45.7,35.2,28.7,58.6633562195541,6691349
ES,2012,104262.0,9.729,11277800,54.6,16247.0,14032.0,1.32,1031104.0,10.0,101.91,64.6,16651.0,14378.0,163173.0,31.547,46773055,78.7,23714669,23058386,6.7,7.6,99.30583333333334,31.6,12.3,46.0,34.9,37.2,58.3034632344021,6575347
ES,2013,95427.0,9.162,11088497,53.8,15878.0,13683.0,1.27,1020677.0,9.6,95.5,63.4,16215.0,14070.0,154470.0,31.665,46620045,78.3,23672434,22947611,7.3,7.5,100.825,32.2,14.8,46.5,35.7,37.2,57.8971704465257,6419926
ES,2014,100746.0,9.158,10891980,54.8,15557.0,13355.0,1.32,1032608.0,10.2,97.18,65.0,15983.0,13828.0,160256.0,31.774,46480882,77.9,23628879,22852004,6.3,7.2,100.63333333333333,32.3,16.9,,,37.7,57.440327332193,6256388
ES,2015,96562.0,8.998,10735880,56.4,15556.0,13397.0,1.33,1078092.0,11.2,101.31,67.6,15895.0,13806.0,166651.0,31.89,46444832,77.4,23627827,22817005,5.8,7.0,100.0,32.7,18.7,47.0,34.9,39.9,56.8409532386337,6102376
ES,2016,96824.0,8.769,10616835,58.1,15967.0,13758.0,1.34,1114420.0,11.5,105.78,69.6,16291.0,14128.0,173049.0,31.983,46484062,76.9,23663031,22821031,5.9,6.8,99.66333333333334,33.0,20.3,47.0,35.0,38.3,56.1697607224979,5963450
ES,2017,97960.0,8.368,10528104,59.6,16495.0,14130.0,1.31,1162492.0,11.9,113.39,71.5,16863.0,14829.0,171320.0,32.069,46593236,76.6,23734996,22858240,6.6,7.9,101.6925,33.2,22.0,48.8,36.5,38.8,55.4228097103073,5834971
ES,2018,95254.0,7.889,10486718,61.0,16884.0,14680.0,1.26,1203859.0,12.1,120.97,73.1,17441.0,15286.0,165527.0,32.17,46797754,76.4,23852183,22945571,6.8,8.0,103.4575,33.5,23.7,50.1,38.4,39.5,54.5812095873535,5723777
ES,2019,91645.0,7.563,10496669,62.1,17377.0,14994.0,1.23,1245513.0,11.9,125.44,74.0,17768.0,15516.0,165177.0,32.212,47134837,76.2,24030551,23104286,7.7,8.8,104.26416666666668,33.9,26.4,52.4,40.6,41.9,53.6407376798499,5630490
ES,2020,77200.0,7.449,10482917,60.0,18187.0,16109.0,1.19,1119010.0,11.4,127.55,71.4,18840.0,16721.0,90275.0,32.175,47365655,76.1,24152357,23213298,16.1,14.3,103.9125,34.9,29.3,53.5,41.3,42.2,52.6499918871064,5519254
ES,2021,86851.0,7.553,10442141,62.1,18234.0,15998.0,1.19,1222290.0,10.8,135.58,72.9,18730.0,16547.0,147673.0,32.13,47415794,76.1,24183577,23232217,15.9,14.8,106.96272727272726,34.7,32.6,,,41.1,51.7704599573579,5405944
ES,2022,81302.0,7.497,10366051,63.7,19153.0,16798.0,1.16,1346377.0,11.2,142.99,74.9,19947.0,17594.0,178624.0,32.13,47759127,76.1,24357755,23401373,14.3,13.2,115.94666666666669,34.7,35.7,56.8,43.7,41.0,50.8315410729266,5269223
SE,2009,22211.0,11.965,2102350,74.9,21982.0,20173.0,1.94,314637.5,5.5,71.38,80.4,22884.0,21438.0,47259.0,30.672,9298515,78.7,4672153,4626362,17.0,22.1,94.62666666666668,,26.8,48.4,36.6,46.4,55.8493864966495,1174149
SE,2010,23593.0,12.227,2119029,74.2,19889.0,18511.0,1.98,374695.2,6.5,75.65,80.7,20919.0,19823.0,50028.0,30.735,9378126,78.7,4708497,4669629,19.2,24.2,96.43083333333334,,26.4,48.9,35.9,45.6,55.5267048776017,1176626
SE,2011,23389.0,11.808,2133250,75.7,22776.0,20982.0,1.9,412844.7,6.1,74.67,81.8,24012.0,22644.0,46922.0,30.803,9449213,78.7,4740674,4708539,20.6,26.6,97.74666666666668,33.0,24.7,50.2,35.8,45.0,55.38550078663,1181511
SE,2012,23422.0,11.833,2144759,76.1,25261.0,23429.0,1.91,430037.1,5.5,77.53,81.6,26344.0,24892.0,50044.0,30.844,9519374,78.7,4773005,4746370,23.4,27.9,98.66333333333334,33.3,25.5,50.2,37.2,43.6,55.2916176482272,1185871
SE,2013,26933.0,11.758,2153661,76.4,26917.0,24968.0,1.89,441850.7,5.5,82.78,81.9,28142.0,26384.0,51610.0,30.895,9600379,78.6,4810248,4790131,25.5,30.6,99.09833333333334,33.0,26.5,51.7,38.4,44.4,55.2470109851466,1189833
SE,2014,26143.0,11.818,2159385,76.9,27995.0,25616.0,1.88,438833.9,4.9,91.39,81.8,28943.0,27032.0,53113.0,30.936,9696110,78.6,4852811,4843299,25.4,31.3,99.3025,33.3,27.6,,,43.6,55.2193095466533,1192397
SE,2015,24876.0,11.731,2163755,77.6,27118.0,24777.0,1.85,455494.7,4.6,104.3,82.2,28222.0,26128.0,52314.0,30.955,9799186,78.5,4897583,4901603,24.9,30.0,100.0,33.6,32.6,54.5,38.9,43.6,55.1654065174944,1193644
SE,2016,24258.0,11.808,2169171,78.4,27345.0,24718.0,1.85,466266.5,4.3,111.06,82.7,28479.0,26182.0,53817.0,31.025,9923085,78.4,4950929,4972157,29.5,32.3,101.13583333333332,33.8,36.9,55.4,39.5,45.8,55.0953927041628,1195113
SE,2017,24210.0,11.485,2176604,79.0,27875.0,25071.0,1.78,480025.5,4.4,114.13,83.4,28828.0,26474.0,52497.0,31.083,10057698,78.4,5009693,5048005,31.1,33.8,103.02333333333333,33.8,35.9,54.8,40.4,46.1,54.9792028790678,1196679
SE,2018,24958.0,11.358,2188058,79.4,27790.0,25320.0,1.76,470673.1,4.7,114.96,84.1,28865.0,26591.0,50796.0,31.097,10175214,78.4,5062664,5112550,31.8,34.4,105.12083333333334,34.0,36.1,,,46.7,54.7876047251062,1198784
SE,2019,25407.0,11.158,2203510,78.9,26366.0,24223.0,1.71,476869.5,5.1,118.73,84.0,27866.0,25705.0,48481.0,31.207,10278887,78.4,5109761,5169126,32.8,36.5,106.93,34.1,37.5,56.3,41.0,47.6,54.5681273621868,1202414
SE,2020,25619.0,10.88,2220415,77.4,26358.0,24306.0,1.67,480556.4,5.4,124.99,82.8,28157.0,25937.0,37591.0,31.187,10353442,78.5,5144112,5209331,,,107.6325,34.8,38.0,58.3,40.6,49.6,54.32068896755,1206144
SE,2021,,10.868,2237183,77.7,27732.0,25176.0,1.67,540734.0,5.4,138.62,83.1,28601.0,26620.0,38895.0,31.176,10415811,78.5,5174034,5241777,46.5,46.3,110.41363636363636,33.7,37.9,,,47.6,54.0465557972891,1209120
SE,2022,21531.0,10.835,2250192,79.1,28807.0,26199.0,1.53,561785.1,5.7,133.49,84.8,30307.0,28056.0,47883.0,31.213,10486941,78.5,5207426,5279516,43.9,41.1,119.39333333333332,34.5,35.2,61.0,44.3,46.4,53.7038403851875,1208439
